filename,material_id,cif
Fluorite_MgO2.cif,5,"data_image0
_chemical_formula_structural       Mg4O8
_chemical_formula_sum              ""Mg4 O8""
_cell_length_a       5.37314
_cell_length_b       5.37314
_cell_length_c       5.37314
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Mg  Mg1       1.0  0.00000  0.00000  0.00000  1.0000
  Mg  Mg2       1.0  0.00000  0.50000  0.50000  1.0000
  Mg  Mg3       1.0  0.50000  0.00000  0.50000  1.0000
  Mg  Mg4       1.0  0.50000  0.50000  0.00000  1.0000
  O   O1        1.0  0.25000  0.25000  0.25000  1.0000
  O   O2        1.0  0.75000  0.75000  0.25000  1.0000
  O   O3        1.0  0.75000  0.25000  0.75000  1.0000
  O   O4        1.0  0.25000  0.75000  0.75000  1.0000
  O   O5        1.0  0.25000  0.25000  0.75000  1.0000
  O   O6        1.0  0.75000  0.75000  0.75000  1.0000
  O   O7        1.0  0.25000  0.75000  0.25000  1.0000
  O   O8        1.0  0.75000  0.25000  0.25000  1.0000
"
NickelArsenide_RuO.cif,92,"data_image0
_chemical_formula_structural       Ru2O2
_chemical_formula_sum              ""Ru2 O2""
_cell_length_a       2.86611
_cell_length_b       2.86611
_cell_length_c       5.09503
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    120

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Ru  Ru1       1.0  0.00000  0.00000  0.00000  1.0000
  Ru  Ru2       1.0  1.00000  1.00000  0.50000  1.0000
  O   O1        1.0  0.33333  0.66667  0.25000  1.0000
  O   O2        1.0  0.66667  0.33333  0.75000  1.0000
"
RheniumTrioxide_CdO3.cif,579,"data_image0
_chemical_formula_structural       CdO3
_chemical_formula_sum              ""Cd1 O3""
_cell_length_a       3.89955
_cell_length_b       3.89955
_cell_length_c       3.89955
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Cd  Cd1       1.0  0.00000  0.00000  0.00000  1.0000
  O   O1        1.0  0.00000  0.50000  0.00000  1.0000
  O   O2        1.0  0.00000  0.00000  0.50000  1.0000
  O   O3        1.0  0.50000  0.00000  0.00000  1.0000
"
AntiFluorite_K2O.cif,103,"data_image0
_chemical_formula_structural       K8O4
_chemical_formula_sum              ""K8 O4""
_cell_length_a       6.90689
_cell_length_b       6.90689
_cell_length_c       6.90689
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  K   K1        1.0  0.25000  0.25000  0.25000  1.0000
  K   K2        1.0  0.75000  0.75000  0.25000  1.0000
  K   K3        1.0  0.75000  0.25000  0.75000  1.0000
  K   K4        1.0  0.25000  0.75000  0.75000  1.0000
  K   K5        1.0  0.25000  0.25000  0.75000  1.0000
  K   K6        1.0  0.75000  0.75000  0.75000  1.0000
  K   K7        1.0  0.25000  0.75000  0.25000  1.0000
  K   K8        1.0  0.75000  0.25000  0.25000  1.0000
  O   O1        1.0  0.00000  0.00000  0.00000  1.0000
  O   O2        1.0  0.00000  0.50000  0.50000  1.0000
  O   O3        1.0  0.50000  0.00000  0.50000  1.0000
  O   O4        1.0  0.50000  0.50000  0.00000  1.0000
"
Fluorite_BiO2.cif,197,"data_image0
_chemical_formula_structural       Bi4O8
_chemical_formula_sum              ""Bi4 O8""
_cell_length_a       5.50434
_cell_length_b       5.50434
_cell_length_c       5.50434
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Bi  Bi1       1.0  0.00000  0.00000  0.00000  1.0000
  Bi  Bi2       1.0  0.00000  0.50000  0.50000  1.0000
  Bi  Bi3       1.0  0.50000  0.00000  0.50000  1.0000
  Bi  Bi4       1.0  0.50000  0.50000  0.00000  1.0000
  O   O1        1.0  0.25000  0.25000  0.25000  1.0000
  O   O2        1.0  0.75000  0.75000  0.25000  1.0000
  O   O3        1.0  0.75000  0.25000  0.75000  1.0000
  O   O4        1.0  0.25000  0.75000  0.75000  1.0000
  O   O5        1.0  0.25000  0.25000  0.75000  1.0000
  O   O6        1.0  0.75000  0.75000  0.75000  1.0000
  O   O7        1.0  0.25000  0.75000  0.25000  1.0000
  O   O8        1.0  0.75000  0.25000  0.25000  1.0000
"
Spinel_CrCr2O4.cif,553,"data_image0
_chemical_formula_structural       Cr24O32
_chemical_formula_sum              ""Cr24 O32""
_cell_length_a       8.18759
_cell_length_b       8.18759
_cell_length_c       8.18759
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Cr  Cr1       1.0  0.50000  0.50000  0.50000  1.0000
  Cr  Cr2       1.0  0.50000  0.00000  0.00000  1.0000
  Cr  Cr3       1.0  0.00000  0.00000  0.50000  1.0000
  Cr  Cr4       1.0  0.00000  0.50000  0.00000  1.0000
  Cr  Cr5       1.0  0.25000  0.75000  0.25000  1.0000
  Cr  Cr6       1.0  0.75000  0.75000  0.75000  1.0000
  Cr  Cr7       1.0  0.75000  0.25000  0.25000  1.0000
  Cr  Cr8       1.0  0.25000  0.25000  0.75000  1.0000
  Cr  Cr9       1.0  0.12500  0.12500  0.12500  1.0000
  Cr  Cr10      1.0  0.87500  0.37500  0.62500  1.0000
  Cr  Cr11      1.0  0.37500  0.62500  0.87500  1.0000
  Cr  Cr12      1.0  0.62500  0.87500  0.37500  1.0000
  Cr  Cr13      1.0  0.37500  0.87500  0.62500  1.0000
  Cr  Cr14      1.0  0.87500  0.62500  0.37500  1.0000
  Cr  Cr15      1.0  0.62500  0.37500  0.87500  1.0000
  Cr  Cr16      1.0  0.12500  0.62500  0.62500  1.0000
  Cr  Cr17      1.0  0.87500  0.87500  0.12500  1.0000
  Cr  Cr18      1.0  0.37500  0.12500  0.37500  1.0000
  Cr  Cr19      1.0  0.37500  0.37500  0.12500  1.0000
  Cr  Cr20      1.0  0.87500  0.12500  0.87500  1.0000
  Cr  Cr21      1.0  0.62500  0.12500  0.62500  1.0000
  Cr  Cr22      1.0  0.12500  0.87500  0.87500  1.0000
  Cr  Cr23      1.0  0.12500  0.37500  0.37500  1.0000
  Cr  Cr24      1.0  0.62500  0.62500  0.12500  1.0000
  O   O1        1.0  0.36260  0.36260  0.36260  1.0000
  O   O2        1.0  0.63740  0.13740  0.86260  1.0000
  O   O3        1.0  0.13740  0.86260  0.63740  1.0000
  O   O4        1.0  0.86260  0.63740  0.13740  1.0000
  O   O5        1.0  0.11260  0.61260  0.38740  1.0000
  O   O6        1.0  0.88740  0.88740  0.88740  1.0000
  O   O7        1.0  0.61260  0.38740  0.11260  1.0000
  O   O8        1.0  0.38740  0.11260  0.61260  1.0000
  O   O9        1.0  0.61260  0.11260  0.38740  1.0000
  O   O10       1.0  0.11260  0.38740  0.61260  1.0000
  O   O11       1.0  0.38740  0.61260  0.11260  1.0000
  O   O12       1.0  0.13740  0.63740  0.86260  1.0000
  O   O13       1.0  0.63740  0.86260  0.13740  1.0000
  O   O14       1.0  0.86260  0.13740  0.63740  1.0000
  O   O15       1.0  0.36260  0.86260  0.86260  1.0000
  O   O16       1.0  0.63740  0.63740  0.36260  1.0000
  O   O17       1.0  0.13740  0.36260  0.13740  1.0000
  O   O18       1.0  0.11260  0.11260  0.88740  1.0000
  O   O19       1.0  0.88740  0.38740  0.38740  1.0000
  O   O20       1.0  0.61260  0.88740  0.61260  1.0000
  O   O21       1.0  0.61260  0.61260  0.88740  1.0000
  O   O22       1.0  0.11260  0.88740  0.11260  1.0000
  O   O23       1.0  0.13740  0.13740  0.36260  1.0000
  O   O24       1.0  0.63740  0.36260  0.63740  1.0000
  O   O25       1.0  0.86260  0.36260  0.86260  1.0000
  O   O26       1.0  0.36260  0.63740  0.63740  1.0000
  O   O27       1.0  0.38740  0.88740  0.38740  1.0000
  O   O28       1.0  0.88740  0.11260  0.11260  1.0000
  O   O29       1.0  0.88740  0.61260  0.61260  1.0000
  O   O30       1.0  0.36260  0.13740  0.13740  1.0000
  O   O31       1.0  0.86260  0.86260  0.36260  1.0000
  O   O32       1.0  0.38740  0.38740  0.88740  1.0000
"
Fluorite_CoO2.cif,627,"data_image0
_chemical_formula_structural       Co4O8
_chemical_formula_sum              ""Co4 O8""
_cell_length_a       5.19821
_cell_length_b       5.19821
_cell_length_c       5.19821
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Co  Co1       1.0  0.00000  0.00000  0.00000  1.0000
  Co  Co2       1.0  0.00000  0.50000  0.50000  1.0000
  Co  Co3       1.0  0.50000  0.00000  0.50000  1.0000
  Co  Co4       1.0  0.50000  0.50000  0.00000  1.0000
  O   O1        1.0  0.25000  0.25000  0.25000  1.0000
  O   O2        1.0  0.75000  0.75000  0.25000  1.0000
  O   O3        1.0  0.75000  0.25000  0.75000  1.0000
  O   O4        1.0  0.25000  0.75000  0.75000  1.0000
  O   O5        1.0  0.25000  0.25000  0.75000  1.0000
  O   O6        1.0  0.75000  0.75000  0.75000  1.0000
  O   O7        1.0  0.25000  0.75000  0.25000  1.0000
  O   O8        1.0  0.75000  0.25000  0.25000  1.0000
"
NickelArsenide_PbO.cif,643,"data_image0
_chemical_formula_structural       Pb2O2
_chemical_formula_sum              ""Pb2 O2""
_cell_length_a       3.26069
_cell_length_b       3.26069
_cell_length_c       5.26179
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    120

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Pb  Pb1       1.0  0.00000  0.00000  0.00000  1.0000
  Pb  Pb2       1.0  1.00000  1.00000  0.50000  1.0000
  O   O1        1.0  0.33333  0.66667  0.25000  1.0000
  O   O2        1.0  0.66667  0.33333  0.75000  1.0000
"
NickelArsenide_BiO.cif,36,"data_image0
_chemical_formula_structural       Bi2O2
_chemical_formula_sum              ""Bi2 O2""
_cell_length_a       3.27647
_cell_length_b       3.27647
_cell_length_c       5.26846
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    120

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Bi  Bi1       1.0  0.00000  0.00000  0.00000  1.0000
  Bi  Bi2       1.0  1.00000  1.00000  0.50000  1.0000
  O   O1        1.0  0.33333  0.66667  0.25000  1.0000
  O   O2        1.0  0.66667  0.33333  0.75000  1.0000
"
AntiFluorite_Cr2O.cif,86,"data_image0
_chemical_formula_structural       Cr8O4
_chemical_formula_sum              ""Cr8 O4""
_cell_length_a       4.93583
_cell_length_b       4.93583
_cell_length_c       4.93583
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Cr  Cr1       1.0  0.25000  0.25000  0.25000  1.0000
  Cr  Cr2       1.0  0.75000  0.75000  0.25000  1.0000
  Cr  Cr3       1.0  0.75000  0.25000  0.75000  1.0000
  Cr  Cr4       1.0  0.25000  0.75000  0.75000  1.0000
  Cr  Cr5       1.0  0.25000  0.25000  0.75000  1.0000
  Cr  Cr6       1.0  0.75000  0.75000  0.75000  1.0000
  Cr  Cr7       1.0  0.25000  0.75000  0.25000  1.0000
  Cr  Cr8       1.0  0.75000  0.25000  0.25000  1.0000
  O   O1        1.0  0.00000  0.00000  0.00000  1.0000
  O   O2        1.0  0.00000  0.50000  0.50000  1.0000
  O   O3        1.0  0.50000  0.00000  0.50000  1.0000
  O   O4        1.0  0.50000  0.50000  0.00000  1.0000
"
CaesiumChloride_ScO.cif,203,"data_image0
_chemical_formula_structural       ScO
_chemical_formula_sum              ""Sc1 O1""
_cell_length_a       2.83262
_cell_length_b       2.83262
_cell_length_c       2.83262
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Sc  Sc1       1.0  0.00000  0.00000  0.00000  1.0000
  O   O1        1.0  0.50000  0.50000  0.50000  1.0000
"
RockSalt_AgO.cif,511,"data_image0
_chemical_formula_structural       Ag4O4
_chemical_formula_sum              ""Ag4 O4""
_cell_length_a       4.52485
_cell_length_b       4.52485
_cell_length_c       4.52485
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Ag  Ag1       1.0  0.00000  0.00000  0.00000  1.0000
  Ag  Ag2       1.0  0.00000  0.50000  0.50000  1.0000
  Ag  Ag3       1.0  0.50000  0.00000  0.50000  1.0000
  Ag  Ag4       1.0  0.50000  0.50000  0.00000  1.0000
  O   O1        1.0  0.50000  0.50000  0.50000  1.0000
  O   O2        1.0  0.50000  0.00000  0.00000  1.0000
  O   O3        1.0  0.00000  0.50000  0.00000  1.0000
  O   O4        1.0  0.00000  0.00000  0.50000  1.0000
"
ZincBlende_CuO.cif,174,"data_image0
_chemical_formula_structural       Cu4O4
_chemical_formula_sum              ""Cu4 O4""
_cell_length_a       4.39059
_cell_length_b       4.39059
_cell_length_c       4.39059
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Cu  Cu1       1.0  0.00000  0.00000  0.00000  1.0000
  Cu  Cu2       1.0  0.00000  0.50000  0.50000  1.0000
  Cu  Cu3       1.0  0.50000  0.00000  0.50000  1.0000
  Cu  Cu4       1.0  0.50000  0.50000  0.00000  1.0000
  O   O1        1.0  0.25000  0.25000  0.25000  1.0000
  O   O2        1.0  0.75000  0.75000  0.25000  1.0000
  O   O3        1.0  0.75000  0.25000  0.75000  1.0000
  O   O4        1.0  0.25000  0.75000  0.75000  1.0000
"
CadmiumChloride_TcO2.cif,380,"data_image0
_chemical_formula_structural       Tc3O6
_chemical_formula_sum              ""Tc3 O6""
_cell_length_a       3.15875
_cell_length_b       3.15875
_cell_length_c       14.5601
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    120

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Tc  Tc1       1.0  0.00000  0.00000  0.00000  1.0000
  Tc  Tc2       1.0  0.66667  0.33333  0.33333  1.0000
  Tc  Tc3       1.0  0.33333  0.66667  0.66667  1.0000
  O   O1        1.0  0.00000  0.00000  0.26000  1.0000
  O   O2        1.0  0.00000  0.00000  0.74000  1.0000
  O   O3        1.0  0.66667  0.33333  0.59333  1.0000
  O   O4        1.0  0.66667  0.33333  0.07333  1.0000
  O   O5        1.0  0.33333  0.66667  0.92667  1.0000
  O   O6        1.0  0.33333  0.66667  0.40667  1.0000
"
NickelArsenide_SnO.cif,442,"data_image0
_chemical_formula_structural       Sn2O2
_chemical_formula_sum              ""Sn2 O2""
_cell_length_a       3.13442
_cell_length_b       3.13442
_cell_length_c       5.20843
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    120

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Sn  Sn1       1.0  0.00000  0.00000  0.00000  1.0000
  Sn  Sn2       1.0  1.00000  1.00000  0.50000  1.0000
  O   O1        1.0  0.33333  0.66667  0.25000  1.0000
  O   O2        1.0  0.66667  0.33333  0.75000  1.0000
"
Wurtzite_PoO.cif,148,"data_image0
_chemical_formula_structural       Po2O2
_chemical_formula_sum              ""Po2 O2""
_cell_length_a       4.21119
_cell_length_b       4.21119
_cell_length_c       6.87615
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    120

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Po  Po1       1.0  0.33333  0.66667  0.00000  1.0000
  Po  Po2       1.0  0.66667  0.33333  0.50000  1.0000
  O   O1        1.0  0.33333  0.66667  0.37500  1.0000
  O   O2        1.0  0.66667  0.33333  0.87500  1.0000
"
Spinel_InIn2O4.cif,4,"data_image0
_chemical_formula_structural       In24O32
_chemical_formula_sum              ""In24 O32""
_cell_length_a       8.81559
_cell_length_b       8.81559
_cell_length_c       8.81559
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  In  In1       1.0  0.50000  0.50000  0.50000  1.0000
  In  In2       1.0  0.50000  0.00000  0.00000  1.0000
  In  In3       1.0  0.00000  0.00000  0.50000  1.0000
  In  In4       1.0  0.00000  0.50000  0.00000  1.0000
  In  In5       1.0  0.25000  0.75000  0.25000  1.0000
  In  In6       1.0  0.75000  0.75000  0.75000  1.0000
  In  In7       1.0  0.75000  0.25000  0.25000  1.0000
  In  In8       1.0  0.25000  0.25000  0.75000  1.0000
  In  In9       1.0  0.12500  0.12500  0.12500  1.0000
  In  In10      1.0  0.87500  0.37500  0.62500  1.0000
  In  In11      1.0  0.37500  0.62500  0.87500  1.0000
  In  In12      1.0  0.62500  0.87500  0.37500  1.0000
  In  In13      1.0  0.37500  0.87500  0.62500  1.0000
  In  In14      1.0  0.87500  0.62500  0.37500  1.0000
  In  In15      1.0  0.62500  0.37500  0.87500  1.0000
  In  In16      1.0  0.12500  0.62500  0.62500  1.0000
  In  In17      1.0  0.87500  0.87500  0.12500  1.0000
  In  In18      1.0  0.37500  0.12500  0.37500  1.0000
  In  In19      1.0  0.37500  0.37500  0.12500  1.0000
  In  In20      1.0  0.87500  0.12500  0.87500  1.0000
  In  In21      1.0  0.62500  0.12500  0.62500  1.0000
  In  In22      1.0  0.12500  0.87500  0.87500  1.0000
  In  In23      1.0  0.12500  0.37500  0.37500  1.0000
  In  In24      1.0  0.62500  0.62500  0.12500  1.0000
  O   O1        1.0  0.36260  0.36260  0.36260  1.0000
  O   O2        1.0  0.63740  0.13740  0.86260  1.0000
  O   O3        1.0  0.13740  0.86260  0.63740  1.0000
  O   O4        1.0  0.86260  0.63740  0.13740  1.0000
  O   O5        1.0  0.11260  0.61260  0.38740  1.0000
  O   O6        1.0  0.88740  0.88740  0.88740  1.0000
  O   O7        1.0  0.61260  0.38740  0.11260  1.0000
  O   O8        1.0  0.38740  0.11260  0.61260  1.0000
  O   O9        1.0  0.61260  0.11260  0.38740  1.0000
  O   O10       1.0  0.11260  0.38740  0.61260  1.0000
  O   O11       1.0  0.38740  0.61260  0.11260  1.0000
  O   O12       1.0  0.13740  0.63740  0.86260  1.0000
  O   O13       1.0  0.63740  0.86260  0.13740  1.0000
  O   O14       1.0  0.86260  0.13740  0.63740  1.0000
  O   O15       1.0  0.36260  0.86260  0.86260  1.0000
  O   O16       1.0  0.63740  0.63740  0.36260  1.0000
  O   O17       1.0  0.13740  0.36260  0.13740  1.0000
  O   O18       1.0  0.11260  0.11260  0.88740  1.0000
  O   O19       1.0  0.88740  0.38740  0.38740  1.0000
  O   O20       1.0  0.61260  0.88740  0.61260  1.0000
  O   O21       1.0  0.61260  0.61260  0.88740  1.0000
  O   O22       1.0  0.11260  0.88740  0.11260  1.0000
  O   O23       1.0  0.13740  0.13740  0.36260  1.0000
  O   O24       1.0  0.63740  0.36260  0.63740  1.0000
  O   O25       1.0  0.86260  0.36260  0.86260  1.0000
  O   O26       1.0  0.36260  0.63740  0.63740  1.0000
  O   O27       1.0  0.38740  0.88740  0.38740  1.0000
  O   O28       1.0  0.88740  0.11260  0.11260  1.0000
  O   O29       1.0  0.88740  0.61260  0.61260  1.0000
  O   O30       1.0  0.36260  0.13740  0.13740  1.0000
  O   O31       1.0  0.86260  0.86260  0.36260  1.0000
  O   O32       1.0  0.38740  0.38740  0.88740  1.0000
"
Wurtzite_NaO.cif,361,"data_image0
_chemical_formula_structural       Na2O2
_chemical_formula_sum              ""Na2 O2""
_cell_length_a       3.67454
_cell_length_b       3.67454
_cell_length_c       5.97751
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    120

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Na  Na1       1.0  0.33333  0.66667  0.00000  1.0000
  Na  Na2       1.0  0.66667  0.33333  0.50000  1.0000
  O   O1        1.0  0.33333  0.66667  0.37500  1.0000
  O   O2        1.0  0.66667  0.33333  0.87500  1.0000
"
RockSalt_IrO.cif,13,"data_image0
_chemical_formula_structural       Ir4O4
_chemical_formula_sum              ""Ir4 O4""
_cell_length_a       4.4089
_cell_length_b       4.4089
_cell_length_c       4.4089
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Ir  Ir1       1.0  0.00000  0.00000  0.00000  1.0000
  Ir  Ir2       1.0  0.00000  0.50000  0.50000  1.0000
  Ir  Ir3       1.0  0.50000  0.00000  0.50000  1.0000
  Ir  Ir4       1.0  0.50000  0.50000  0.00000  1.0000
  O   O1        1.0  0.50000  0.50000  0.50000  1.0000
  O   O2        1.0  0.50000  0.00000  0.00000  1.0000
  O   O3        1.0  0.00000  0.50000  0.00000  1.0000
  O   O4        1.0  0.00000  0.00000  0.50000  1.0000
"
ZincBlende_AlO.cif,176,"data_image0
_chemical_formula_structural       Al4O4
_chemical_formula_sum              ""Al4 O4""
_cell_length_a       4.53554
_cell_length_b       4.53554
_cell_length_c       4.53554
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Al  Al1       1.0  0.00000  0.00000  0.00000  1.0000
  Al  Al2       1.0  0.00000  0.50000  0.50000  1.0000
  Al  Al3       1.0  0.50000  0.00000  0.50000  1.0000
  Al  Al4       1.0  0.50000  0.50000  0.00000  1.0000
  O   O1        1.0  0.25000  0.25000  0.25000  1.0000
  O   O2        1.0  0.75000  0.75000  0.25000  1.0000
  O   O3        1.0  0.75000  0.25000  0.75000  1.0000
  O   O4        1.0  0.25000  0.75000  0.75000  1.0000
"
RheniumTrioxide_BeO3.cif,122,"data_image0
_chemical_formula_structural       BeO3
_chemical_formula_sum              ""Be1 O3""
_cell_length_a       3.89427
_cell_length_b       3.89427
_cell_length_c       3.89427
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Be  Be1       1.0  0.00000  0.00000  0.00000  1.0000
  O   O1        1.0  0.00000  0.50000  0.00000  1.0000
  O   O2        1.0  0.00000  0.00000  0.50000  1.0000
  O   O3        1.0  0.50000  0.00000  0.00000  1.0000
"
